LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,LATITUDE,LONGITUDE
0002620504-0005-5,KENK USA INC,TESORO USA #63149,8600 WOODMAN AVENUE,ARLETA,91331-6503,8600 WOODMAN 91331-6503,17042 DEVONSHIRE STREET SUITE #210,NORTHRIDGE,91325-1692,445100.0,Grocery stores (including supermarkets & convenience stores without gas),6,04/24/2012,,"(34.2265, -118.4329)",34.2265,-118.4329
0002693940-0001-8,JESUS PAULINO GUTIERREZ,LILY'S MARKET,1814 E 4TH STREET,LOS ANGELES,90033-3807,1814 4TH 90033-3807,1828 E 4TH STREET,LOS ANGELES,90033-3807,424400.0,Grocery & related products,14,08/01/2013,,"(34.043, -118.2194)",34.043,-118.2194
0000689218-0001-4,MANUEL TORRES/JENNY A TORRES,MERCADO MEXICO,3554 WHITTIER BLVD,LOS ANGELES,90023-1710,3554 WHITTIER 90023-1710,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),14,10/01/2002,,"(34.0259, -118.1968)",34.0259,-118.1968
0000512420-0001-7,PANNU STORES INC,7-ELEVEN STORE 24014D,6000 LAUREL CANYON BLVD,N HOLLYWOOD,91606-4657,6000 LAUREL CANYON 91606-4657,POST OFFICE BOX #219088,DALLAS,75221-9088,445100.0,Grocery stores (including supermarkets & convenience stores without gas),2,12/17/1985,,"(34.1794, -118.3965)",34.1794,-118.3965
0000862225-0001-1,UNITED FOOD WHOLESALERS INC,,1644 W WASHINGTON BLVD,LOS ANGELES,90007-1115,1644 WASHINGTON 90007-1115,,,,424400.0,Grocery & related products,1,07/20/1991,,"(34.0399, -118.2928)",34.0399,-118.2928
0002687918-0001-6,PRABHSHARAN KAUR,TONY'S MARKET,104 E AVENUE 40,LOS ANGELES,90031-1513,104 AVENUE 40 90031-1513,37071 FIRETHORN STREET,PALMDALE,93550-7394,445100.0,Grocery stores (including supermarkets & convenience stores without gas),1,06/19/2013,,"(34.092, -118.2104)",34.092,-118.2104
0000396846-0001-3,MAIN MARKET INC,MAIN MARKET,105 E 7TH STREET,LOS ANGELES,90014-2008,105 7TH 90014-2008,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),14,10/01/1996,,"(34.0439, -118.2512)",34.0439,-118.2512
0002409974-0001-2,CAPE BLANCO FISHING LP,,220 CANNERY STREET,SAN PEDRO,90731-7308,220 CANNERY 90731-7308,,,,445220.0,Fish & seafood markets,15,01/01/2009,,"(33.7393, -118.2683)",33.7393,-118.2683
0002640868-0001-0,RKE IMPORT EXPORT,,1445 MEADOWBROOK AVENUE,LOS ANGELES,90019-4102,1445 MEADOWBROOK 90019-4102,,,,424400.0,Grocery & related products,10,01/12/2012,,"(34.0472, -118.3507)",34.0472,-118.3507
0000555359-0001-8,MOHAMMAD ATIAR RAHMAN,IVY MINI MARKET,663 N HELIOTROPE DRIVE,LOS ANGELES,90004-2107,663 HELIOTROPE 90004-2107,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),13,07/28/2001,,"(34.083, -118.2953)",34.083,-118.2953
0002448049-0001-9,MARINA HERNANDEZ,GEOVA ES MI PASTOR,2736 W PICO BLVD SPACE #4B,LOS ANGELES,90006-3904,2736 PICO 90006-3904,1710 W 23RD STREET APARTMENT #4,LOS ANGELES,90018-2103,445230.0,Fruit & vegetable markets,1,02/01/2009,,"(34.0472, -118.2984)",34.0472,-118.2984
0000305166-0001-9,AURORA B DE JESUS,UNIVERSAL GROCERY & DELICATESSEN | UNIVERSAL GROCERY AND DELI,5021 SANTA MONICA BLVD,LOS ANGELES,90029-2411,5021 SANTA MONICA 90029-2411,5021 SANTA MONICA BLVD,LOS ANGELES,90029-2411,445100.0,Grocery stores (including supermarkets & convenience stores without gas),13,12/11/1985,,"(34.0908, -118.299)",34.0908,-118.299
0000240893-0001-7,GAMLET MANAVCHIAN,GAMLET'S PRODUCE,13758 COHASSET STREET,VAN NUYS,91405-1501,13758 COHASSET 91405-1501,,,,445230.0,Fruit & vegetable markets,2,06/05/1995,,"(34.2066, -118.4335)",34.2066,-118.4335
0000415825-0001-9,ADVANTAGE PRODUCE INC,,1511 BAY STREET,LOS ANGELES,90021-1634,1511 BAY 90021-1634,POST OFFICE BOX #86388,LOS ANGELES,90086-0388,445230.0,Fruit & vegetable markets,14,10/21/1996,,"(34.0317, -118.2386)",34.0317,-118.2386
0000769083-0001-3,GELSON'S MARKETS,GELSONS MARKET #391,4738 LAUREL CANYON BLVD,VALLEY VILLAGE,91607-3912,4738 LAUREL CANYON 91607-3912,POST OFFICE BOX #512256,LOS ANGELES,90051-0256,445100.0,Grocery stores (including supermarkets & convenience stores without gas),2,07/01/1966,,"(34.1564, -118.3964)",34.1564,-118.3964
0002614624-0001-1,ANA BAUTISTA NUNEZ,GUADALUPANA MINI MARKET,5726 SANTA MONICA BLVD,LOS ANGELES,90038-3202,5726 SANTA MONICA 90038-3202,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),13,05/03/2012,,"(34.0907, -118.3145)",34.0907,-118.3145
0000383431-0001-6,KERN & ASSOCIATES LLC,,1126 SUNSET VALE AVENUE,LOS ANGELES,90069-1713,1126 SUNSET VALE 90069-1713,,,,424400.0,Grocery & related products,4,06/23/1998,,"(34.0919, -118.3937)",34.0919,-118.3937
0000075032-0005-2,BERBERIAN ENTERPRISES INC,JONS MARKET #3,3334 W 8TH STREET,LOS ANGELES,90005-2435,3334 8TH 90005-2435,5315 SANTA MONICA BLVD,LOS ANGELES,90029-1105,445100.0,Grocery stores (including supermarkets & convenience stores without gas),10,04/01/1984,,"(34.0576, -118.3009)",34.0576,-118.3009
0002698950-0001-8,KANG WON DO CORPORATION,,4050 W WASHINGTON BLVD,LOS ANGELES,90018-1050,4050 WASHINGTON 90018-1050,2975 WILSHIRE BLVD #550,LOS ANGELES,90010-1163,424400.0,Grocery & related products,10,07/01/2013,,"(34.0398, -118.3272)",34.0398,-118.3272
0000901423-0001-9,TOM WON HO LEE,7-ELEVEN #18303E,4460 SANTA MONICA BLVD,LOS ANGELES,90029-2014,4460 SANTA MONICA 90029-2014,POST OFFICE BOX #219088,DALLAS,75221-9088,445100.0,Grocery stores (including supermarkets & convenience stores without gas),13,10/09/1998,,"(34.0908, -118.2863)",34.0908,-118.2863
0002549722-0001-0,ADAM ELGABRY,KATCOOT MINI MART,4164 S BROADWAY,LOS ANGELES,90037-2237,4164 BROADWAY 90037-2237,,,,424400.0,Grocery & related products,9,03/17/2011,,"(34.0079, -118.2783)",34.0079,-118.2783
0000661467-0002-1,PACIFIC JAPAN INTERNATIONAL INC,,668 S ALAMEDA STREET,LOS ANGELES,90021-1269,668 ALAMEDA 90021-1234,,,,445220.0,Fish & seafood markets,14,01/01/2005,,"(34.0361, -118.2385)",34.0361,-118.2385
0000798507-0001-5,"GOYA FOODS OF CALIFORNIA, INC.",GOYA FOODS OF CALIFORNIA,14500 PROCTOR AVENUE,CITY OF INDUSTRY,91746-2911,14500 PROCTOR 91746-2911,,,,424400.0,Grocery & related products,0,05/01/1990,,"(34.0329, -117.979)",34.0329,-117.979
0002379039-0001-6,URBAN GREEN LLC,,8922 NORRIS AVENUE,SUN VALLEY,91352-2740,8922 NORRIS 91352-2740,6166 OUTLOOK AVENUE,LOS ANGELES,90042-3571,445230.0,Fruit & vegetable markets,6,09/23/2008,,"(34.2314, -118.3749)",34.2314,-118.3749
0002626498-0001-9,JOE MUNGUIA/MARICELA MUNGUIA,MUNGUIA PRODUCE,835 KOHLER STREET,LOS ANGELES,90021-1823,835 KOHLER 90021-1823,9319 CHARLESWORTH ROAD,PICO RIVERA,90660-5211,445230.0,Fruit & vegetable markets,14,07/17/2012,,"(34.0342, -118.2452)",34.0342,-118.2452
0000192347-0001-7,JFC INTERNATIONAL INC,,7101 E SLAUSON AVENUE,COMMERCE,90040-3622,7101 SLAUSON 90040-3622,POST OFFICE BOX #875349,LOS ANGELES,90087-0449,424400.0,Grocery & related products,0,08/01/1951,,"(33.9802, -118.1368)",33.9802,-118.1368
0000256561-0001-2,MARIA LOURDES VAZQUEZ,CUAHUTEMOC TORTILLERIA,2748 WHITTIER BLVD,LOS ANGELES,90023-1455,2748 WHITTIER 90023-1455,,,,424400.0,Grocery & related products,14,09/01/1973,,"(34.0321, -118.2107)",34.0321,-118.2107
0002466068-0001-0,COASTAL CONVENIENCE SERVICE SOLUTIONS INC,"7-ELEVEN STORE 19003D | 7-ELEVEN, INC",837 S GAFFEY STREET,SAN PEDRO,90731-3612,837 GAFFEY 90731-3612,POST OFFICE BOX #219088,DALLAS,75221-9088,445100.0,Grocery stores (including supermarkets & convenience stores without gas),15,10/02/2009,,"(33.7364, -118.2923)",33.7364,-118.2923
0000422888-0001-9,ALTA-DENA CERTIFIED DAIRY LLC,ALTA-DENA DAIRY,17637 VALLEY BLVD,CITY OF INDUSTRY,91744-5731,17637 VALLEY 91744-5731,17637 E VALLEY BLVD,CITY OF INDUSTRY,91744-5731,424400.0,Grocery & related products,0,10/01/1961,,"(34.008, -117.9181)",34.008,-117.9181
0002690880-0003-9,ABDIAS SALOJ,MUNDO1AR,1604 W 6TH STREET,LOS ANGELES,90017-1002,1604 6TH 90017-1002,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),1,09/10/2014,,"(34.0569, -118.2691)",34.0569,-118.2691
0000007205-0001-9,JOSE GARCIA,WENDY'S MARKET,3354 EAGLE ROCK BLVD,LOS ANGELES,90065-2843,3354 EAGLE ROCK 90065-2843,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),1,05/21/2003,,"(34.1138, -118.2362)",34.1138,-118.2362
0000320562-0001-0,HCS FOODS INC,ARAZ INTERNATIONAL GROCERY,10668 ZELZAH AVENUE,GRANADA HILLS,91344-5948,10668 ZELZAH 91344-5948,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),12,07/01/1996,,"(34.2639, -118.5233)",34.2639,-118.5233
0002764859-0001-8,MK MARKET INC,J & C FOOD STORE,12465 OXNARD STREET,NORTH HOLLYWOOD,91606-4519,12465 OXNARD 91606-4519,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),2,08/05/2014,,"(34.1794, -118.4046)",34.1794,-118.4046
0000536870-0001-0,ALBERTS ORGANICS INC,,3268 E VERNON AVENUE,VERNON,90058-1821,3268 VERNON 90058-1821,,,,445230.0,Fruit & vegetable markets,0,05/01/1986,,"(34.0055, -118.2153)",34.0055,-118.2153
0002499782-0001-8,CARLOS JUAREZ/VICTOR RODRIGUEZ,VICTOR RODRIGUEZ FRUITS,5850 AVALON BLVD,LOS ANGELES,90003-1308,5850 AVALON 90003-1308,2135 WILMOT STREET,LOS ANGELES,90007-1763,445230.0,Fruit & vegetable markets,9,04/30/2010,,"(33.9885, -118.2651)",33.9885,-118.2651
0002690814-0001-5,HIT IT ONCE INC,UNCLE BUDS,8958 RESEDA BLVD,NORTHRIDGE,91324-3914,8958 RESEDA 91324-3914,,,,424400.0,Grocery & related products,12,07/08/2013,,"(34.2331, -118.536)",34.2331,-118.536
0002326439-0001-5,LEZLY YANILETH DE LEON,YANILETH MINI STORE,7518 S MAIN STREET,LOS ANGELES,90003-2128,7518 MAIN 90003-2128,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),9,02/01/2008,,"(33.9714, -118.2739)",33.9714,-118.2739
0002636563-0001-0,CRUZ R ALAS MEJIA,,4475 ROSEWOOD AVENUE APARTMENT #207,LOS ANGELES,90004-3286,4475 ROSEWOOD 90004-3286,,,,424400.0,Grocery & related products,13,03/26/2011,,"(34.079, -118.3018)",34.079,-118.3018
0000153068-0001-6,J * D SEAFOODS INC,,2200 SIGNAL PLACE,SAN PEDRO,90731-7227,2200 SIGNAL 90731-7227,POST OFFICE BOX #1346,SAN PEDRO,90733-1346,424400.0,Grocery & related products,15,07/01/1994,,"(33.7274, -118.2743)",33.7274,-118.2743
0000872766-0002-6,GONZALEZ FOOD ENTERPRISES INC,VALLARTA SUPERMARKET #7,13820 FOOTHILL BLVD,SYLMAR,91342-3012,13820 FOOTHILL 91342-3012,12881 BRADLEY AVENUE,SYLMAR,91342-3828,445100.0,Grocery stores (including supermarkets & convenience stores without gas),7,04/08/1994,,"(34.3105, -118.4343)",34.3105,-118.4343
0002531187-0002-9,HEAP KIM HIM,INDIANA DAIRY MARKET,805 S INDIANA STREET,LOS ANGELES,90023-1819,805 INDIANA 90023-1819,,,,424400.0,Grocery & related products,0,11/01/2011,,"(34.0251, -118.1923)",34.0251,-118.1923
0000708594-0001-7,SHOUKAT H ALI,7-ELEVEN STORE #13846C,11007 VENTURA BLVD,STUDIO CITY,91604-3547,11007 VENTURA 91604-3547,POST OFFICE BOX #219088,DALLAS,75221-9088,445100.0,Grocery stores (including supermarkets & convenience stores without gas),2,07/01/1989,,"(34.1405, -118.3702)",34.1405,-118.3702
0000774427-0001-2,GUSTAVO ANDRADE ISABELES,LUPITA'S MARKET,2600 W JEFFERSON BLVD,LOS ANGELES,90018-3705,2600 JEFFERSON 90018-3705,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),10,04/02/2001,,"(34.0255, -118.3236)",34.0255,-118.3236
0002690214-0001-6,NOE GUZMAN GARCIA,QUICKY'S MINIMART,984 W VERNON AVENUE,LOS ANGELES,90037-3039,984 VERNON 90037-3039,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),9,07/02/2013,,"(34.0036, -118.2911)",34.0036,-118.2911
0000692639-0001-4,INTERSTATE SEAFOOD INC,,564 MATEO STREET,LOS ANGELES,90013-2239,564 MATEO 90013-2239,,,,424400.0,Grocery & related products,14,08/15/2002,,"(34.04, -118.2329)",34.04,-118.2329
0002429401-0005-8,NUMERO UNO ACQUISITIONS LLC,NUMERO UNO MARKET,1309 S ALVARADO STREET,LOS ANGELES,90006-4901,1309 ALVARADO 90006-4901,6701 WILSON AVENUE,LOS ANGELES,90001-2165,445100.0,Grocery stores (including supermarkets & convenience stores without gas),1,04/17/2009,,"(34.0467, -118.2829)",34.0467,-118.2829
0000360452-0001-3,LA BROADWAY MARKET INC,,8408 S BROADWAY,LOS ANGELES,90003-3329,8408 BROADWAY 90003-3329,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),9,04/01/1996,,"(33.963, -118.2782)",33.963,-118.2782
0002308115-0001-7,VICTORY PRODUCE & MEDITERRANEAN FOOD INC,VICTORY PRODUCE,10365 BALBOA BLVD,GRANADA HILLS,91344-7318,10365 BALBOA 91344-7318,POST OFFICE BOX #10454,GLENDALE,91209-3454,424400.0,Grocery & related products,12,01/02/2008,,"(34.259, -118.5023)",34.259,-118.5023
0002465380-0003-4,SABI INDUSTRIES INC,7-ELEVEN STORE 39609A,10133 SAN FERNANDO ROAD,PACOIMA,91331-2617,10133 SAN FERNANDO 91331-2617,POST OFFICE BOX #219088,DALLAS,75221-9088,445100.0,Grocery stores (including supermarkets & convenience stores without gas),7,09/20/2012,,"(34.2542, -118.4095)",34.2542,-118.4095
0000575325-0001-1,VLADIMIR/ROZANA LANDA,EUROPEAN STYLE BAKERY,112 N HAMILTON DRIVE #107,BEVERLY HILLS,90211-2279,112 HAMILTON 90211,,,,424400.0,Grocery & related products,0,04/01/1987,,"(34.0653, -118.3751)",34.0653,-118.3751
0000095273-0001-8,BAHIJ YOUNAN GEN PTR,S B MINI MARKET,20028 SATICOY STREET,WINNETKA,91306-2650,20028 SATICOY 91306-2650,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),3,06/01/1993,,"(34.2083, -118.5698)",34.2083,-118.5698
0000782419-0001-0,NAT ENTERPRISES INC,7-11 FOOD STORE #16950E,3100 BEVERLY BLVD,LOS ANGELES,90057-1016,3100 BEVERLY 90057-1016,POST OFFICE BOX #219088,DALLAS,75221-9088,445100.0,Grocery stores (including supermarkets & convenience stores without gas),13,07/01/2004,,"(34.0718, -118.2822)",34.0718,-118.2822
0000146476-0001-9,DAILY FOOD MARKET INC,DAILY FOOD MARKET,2530 MAPLE AVENUE,LOS ANGELES,90011-1430,2530 MAPLE 90011-1430,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),9,01/15/2004,,"(34.024, -118.265)",34.024,-118.265
0002506070-0001-4,RIMA DARABEDYAN,GARNI FOOD MARKET,7073 FOOTHILL BLVD,TUJUNGA,91042-2714,7073 FOOTHILL 91042-2714,,,,424400.0,Grocery & related products,7,06/02/2010,,"(34.2479, -118.2852)",34.2479,-118.2852
0000806465-0001-3,PRIMAL KUMAR SOOD,D & K LIQUOR,15243 SATICOY STREET,VAN NUYS,91405-1624,15243 SATICOY 91405-1624,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),6,03/26/1998,,"(34.2084, -118.4648)",34.2084,-118.4648
0000551963-0004-9,COSTCO WHOLESALE CORP,COSTCO WHOLESALE #130,2901 LOS FELIZ BLVD,LOS ANGELES,90039-1502,2901 LOS FELIZ 90039-1502,POST OFFICE BOX #35005,SEATTLE,98124-3405,424400.0,Grocery & related products,13,11/15/1996,,"(34.1264, -118.2628)",34.1264,-118.2628
0000283290-0001-1,SANTA MAURA SPICE & GARLIC CO INC,,747 S CENTRAL AVENUE,LOS ANGELES,90021-1507,747 CENTRAL 90021-1507,POST OFFICE BOX #21386,LOS ANGELES,90021-0386,424400.0,Grocery & related products,14,05/01/1995,,"(34.0352, -118.2422)",34.0352,-118.2422
0002183120-0001-1,MARIA E DUENAS GALVEZ,DUENAS PRODUCE,5810 GREGORY AVENUE APARTMENT #2,LOS ANGELES,90038-3926,5810 GREGORY 90038-3926,,,,445230.0,Fruit & vegetable markets,13,01/01/2002,,"(34.0862, -118.3224)",34.0862,-118.3224
0000265574-0001-9,PANDA PRODUCE INC,PANDA PRODUCE,1901 VIOLET STREET,LOS ANGELES,90021-1610,1901 VIOLET 90021-1610,324 W LAS FLORES AVENUE,ARCADIA,91007-8227,445230.0,Fruit & vegetable markets,14,10/05/1995,,"(34.0326, -118.234)",34.0326,-118.234
0002481810-0001-7,MAGDALENA DELFINA LEON PEDRAZA,MARIA ARANDA MINI MARKET,4703 COMPTON AVENUE,LOS ANGELES,90011-4307,4703 COMPTON 90011-4307,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),9,01/19/2010,,"(34.0009, -118.2477)",34.0009,-118.2477
0002632276-0001-3,CALENDARIO RAMIREZ,C R A MEAT,917 GULF AVENUE,WILMINGTON,90744-4203,917 GULF 90744-4203,,,,424400.0,Grocery & related products,15,08/01/2012,,"(33.7809, -118.273)",33.7809,-118.273
0002440361-0001-6,DJV CORP,LA SEA FOOD DIRECT,10650 BURBANK BLVD,NORTH HOLLYWOOD,91601-2511,10650 BURBANK 91601-2511,5236 LENNOX AVENUE,SHERMAN OAKS,91401-5606,445220.0,Fish & seafood markets,2,05/13/2009,,"(34.1721, -118.3629)",34.1721,-118.3629
0002576494-0001-7,HRACH MIRZAYANS,H M PRODUCE,2534 MONTROSE AVENUE,MONTROSE,91020-1452,2534 MONTROSE 91020-1452,,,,445230.0,Fruit & vegetable markets,0,09/07/2011,,"(34.2127, -118.2348)",34.2127,-118.2348
0000063860-0001-6,SCOTT KHENSOVAN,MARUHIDE MARINE PRODUCTS INC,2142 W 17TH STREET,LONG BEACH,90813-1014,2142 17TH 90813-1014,2217 E 14TH STREET,LONG BEACH,90804-2231,424400.0,Grocery & related products,0,01/03/1997,,"(33.7881, -118.2206)",33.7881,-118.2206
0000656898-0001-1,HOSSEIN ABDARBASHI,M AND M WHOLESALE,5257 W WASHINGTON BLVD,LOS ANGELES,90016-1336,5257 WASHINGTON 90016-1336,,,,424400.0,Grocery & related products,10,05/27/1988,,"(34.0411, -118.3562)",34.0411,-118.3562
0002748150-0001-6,T & YI INC,CHOICE MEAT MARKET,2716 W OLYMPIC BLVD #102,LOS ANGELES,90006-2697,2716 OLYMPIC 90006-2697,,,,445210.0,Meat markets,10,05/01/2014,,"(34.0526, -118.2922)",34.0526,-118.2922
0002113658-0005-8,B & V ENTERPRISES INC,SUPER KING MARKET,7227 VAN NUYS BLVD,VAN NUYS,91405-2256,7227 VAN NUYS 91405-2256,791 S MISSION ROAD BUILDING #B,LOS ANGELES,90023-1039,445100.0,Grocery stores (including supermarkets & convenience stores without gas),2,06/28/2013,,"(34.202, -118.4487)",34.202,-118.4487
0000311547-0002-4,PROVIDENCIA LLC,,9023 SEPULVEDA BLVD,NORTH HILLS,91343-4307,9023 SEPULVEDA 91343-4307,6569 VAN NUYS BLVD,VAN NUYS,91401-1442,445100.0,Grocery stores (including supermarkets & convenience stores without gas),7,09/01/2005,,"(34.234, -118.4677)",34.234,-118.4677
0002723407-0001-5,RYUJIN INTERNATIONAL,,1413 DALMATIA DRIVE APARTMENT #139,SAN PEDRO,90732-1348,1413 DALMATIA 90732-1348,,,,424400.0,Grocery & related products,15,01/01/2014,,"(33.7641, -118.3072)",33.7641,-118.3072
0000091015-0001-0,PROCTER & GAMBLE DISTRIBUTING CO,,600 CITY PARKWAYS  W,ORANGE,92868-2968,600 CITY 92868-2968,POST OFFICE BOX #599,CINCINNATI,45201-0599,445100.0,Grocery stores (including supermarkets & convenience stores without gas),0,04/06/1985,,"(33.7829, -117.897)",33.7829,-117.897
0002591898-0001-4,SHIROYAN  PRODUCE INC,,8309 LAUREL CANYON BLVD #308,SUN VALLEY,91352-3809,8309 LAUREL CANYON 91352-3809,POST OFFICE BOX #422,SUN VALLEY,91353-0422,445230.0,Fruit & vegetable markets,6,08/15/2011,,"(34.2219, -118.3965)",34.2219,-118.3965
0002582818-0001-6,WK WORLD INC,LEO MARKET,1394 W SUNSET BLVD,LOS ANGELES,90026-4450,1394 SUNSET 90026-4450,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),1,10/18/2011,,"(34.074, -118.2518)",34.074,-118.2518
0002420286-0001-5,VENICE BEACH WINES INC,,529 ROSE AVENUE,VENICE,90291-2680,529 ROSE 90291-2680,,,,424400.0,Grocery & related products,11,01/21/2009,,"(33.9985, -118.4731)",33.9985,-118.4731
0000857413-0001-5,AFRICAN PRODUCE MARKET INC,AFRICAN PRODUCE MKS INC | AFRICAN PRODUCE MKT. INC,4564 W WASHINGTON BLVD,LOS ANGELES,90016-1741,4564 WASHINGTON 90016-1741,4564 W WASHINGTON BLVD,LOS ANGELES,90016-1741,445100.0,Grocery stores (including supermarkets & convenience stores without gas),10,09/01/1991,,"(34.0397, -118.339)",34.0397,-118.339
0000455001-0001-3,ROBERT HANNA,FRESH PRODUCE,14607 KILLION STREET,SHERMAN OAKS,91411-3734,14607 KILLION 91411-3734,,,,445230.0,Fruit & vegetable markets,4,02/01/1997,,"(34.1712, -118.451)",34.1712,-118.451
0000536949-0001-8,HARJEET/VIRINDER GILL,7-ELEVEN STORE 23169B,1075 S FAIRFAX AVENUE,LOS ANGELES,90019-4402,1075 FAIRFAX 90019-4402,POST OFFICE BOX #219088,DALLAS,75221-9088,445100.0,Grocery stores (including supermarkets & convenience stores without gas),10,06/17/1986,,"(34.0563, -118.3646)",34.0563,-118.3646
0000692182-0001-0,EUH HI CHOI/SUNNY SUN CHU CHOI,COMPTON MARKET & LIQUOR,4187 COMPTON AVENUE,LOS ANGELES,90011-3331,4187 COMPTON 90011-3331,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),9,08/29/2002,,"(34.0067, -118.2473)",34.0067,-118.2473
0000396536-0002-3,ARMANDO PUENTE,SELECTA SUPERMARKET,4364 W 3RD STREET,LOS ANGELES,90020-3825,4364 3RD 90020-3825,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),10,08/01/2008,,"(34.0689, -118.3094)",34.0689,-118.3094
0000129348-0001-8,I & T PRODUCE CO INC,,1601 E OLYMPIC BLVD,LOS ANGELES,90021-1936,1601 OLYMPIC 90021-1936,,,,445230.0,Fruit & vegetable markets,14,04/17/1985,,"(34.03, -118.2418)",34.03,-118.2418
0000174502-0001-8,KTJMA FOODS INC,WHOLESOME FOODS DISTRIBUTING,19431 BUSINESS CENTER DRIVE #9,NORTHRIDGE,91324-6404,19431 BUSINESS CENTER 91324-6404,,,,424400.0,Grocery & related products,12,12/06/1994,,"(34.2312, -118.5566)",34.2312,-118.5566
0000739295-0001-3,FLORIAN R FLORES,,3021 INEZ STREET,LOS ANGELES,90023-1606,3021 INEZ 90023-1606,,,,445230.0,Fruit & vegetable markets,14,09/27/1989,,"(34.0326, -118.2053)",34.0326,-118.2053
0002750456-0001-6,"ANDES NATURAL, INC",ANDES NATURAL,1111 E 131ST STREET,LOS ANGELES,90059-3402,1111 131ST 90059-3402,,,,424400.0,Grocery & related products,0,05/08/2014,,"(33.9131, -118.2561)",33.9131,-118.2561
0000956340-0004-7,BODEGA LATINA CORP,EL SUPER,9710 WOODMAN AVENUE,ARLETA,91331-6422,9710 WOODMAN 91331-6422,14601 B LAKEWOOD BLVD,PARAMOUNT,90723-3602,445100.0,Grocery stores (including supermarkets & convenience stores without gas),6,08/26/2008,,"(34.2461, -118.4475)",34.2461,-118.4475
0002721466-0001-8,LIQUOR PALACE # 2 SE INC,,13649 BURBANK BLVD,VAN NUYS,91401-5215,13649 BURBANK 91401-5215,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),4,01/03/2014,,"(34.1721, -118.4303)",34.1721,-118.4303
0000877553-0001-1,TONIC WHOLESALE INC,ACE WHOLESALE,1675 S ALAMEDA STREET,LOS ANGELES,90021-3217,1675 ALAMEDA 90021-3217,,,,424400.0,Grocery & related products,14,03/25/2002,,"(34.0206, -118.2394)",34.0206,-118.2394
0000895315-0001-7,EEL SEON YOO BIBIANA J YOO,J MARKET,8253 W 3RD STREET,LOS ANGELES,90048-4315,8253 3RD 90048-4315,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),5,12/12/1991,,"(34.0725, -118.3693)",34.0725,-118.3693
